"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;
"#Brutus_JC,""#Caesar_JC"",0.138909216655067,8,""What sayst thou to me now?"",""A soothsayer bids you beware the ides of March.""";;
"#Brutus_JC,""#Caesar_JC"",0.160998603583602,7,""Let me see his face."",""A soothsayer bids you beware the ides of March.""";;
"#Brutus_JC,""#Caesar_JC"",0.253465039264919,41,""That is enough to satisfy the Senate."",""But, alas, Caesar must bleed for it.""";;
"#Brutus_JC,""#Caesar_JC"",0.255127293979589,35,""Cannot is false, and that I dare not, falser."",""Then, lest he may, prevent.""";;
"#Brutus_JC,""#Caesar_JC"",0.272066536128441,30,""We are two lions littered in one day, And I the elder and more terrible."",""Let's carve him as a dish fit for the gods, Not hew him as a carcass fit for hounds.""";;
"#Brutus_JC,""#Caesar_JC"",0.28299413042468,46,""And this way have you well expounded it."",""And so good morrow to you every one.""";;
"#Brutus_JC,""#Caesar_JC"",0.285203903151137,48,""I am ashamed I did yield to them."",""This shall make Our purpose necessary and not envious";" Which so appearing to the common eyes, We shall be called purgers, not murderers.""";
"#Brutus_JC,""#Caesar_JC"",0.286566123374085,38,""Have I in conquest stretched mine arm so far, To be afeard to tell graybeards the truth?"",""Such an exploit have I in hand, Ligarius, Had you a healthful ear to hear of it.""";;
"#Brutus_JC,""#Caesar_JC"",0.288875680864596,18,""Nor heaven nor Earth have been at peace tonight."",""We all stand up against the spirit of Caesar, And in the spirit of men there is no blood.""";;
"#Brutus_JC,""#Caesar_JC"",0.313532608715466,17,""Come on my right hand, for this ear is deaf, And tell me truly what thou think'st of him."",""Into what dangers would you lead me, Cassius, That you would have me seek into myself For that which is not in me?""";;
"#Brutus_JC,""#Casca_JC"",0.265989447078465,50,""Here, as I point my sword, the sun arises, Which is a great way growing on the south, Weighing the youthful season of the year."",""But 'tis a common proof That lowliness is young ambition's ladder, Whereto the climber-upward turns his face";" But, when he once attains the upmost round, He then unto the ladder turns his back, Looks in the clouds, scorning the base degrees By which he did ascend.""";
"#Brutus_JC,""#Casca_JC"",0.27207083549667,51,""Some two months hence, up higher toward the north He first presents his fire, and the high east Stands, as the Capitol, directly here."",""What said he when he came unto himself?""";;
"#Brutus_JC,""#Casca_JC"",0.272847900480062,36,""When these prodigies Do so conjointly meet, let not men say ""These are their reasons, they are natural,"" For I believe they are portentous things Unto the climate that they point upon."",""Let me not hinder, Cassius, your desires.""";;
"#Brutus_JC,""#Casca_JC"",0.276695548674799,26,""There was more foolery yet, if I could remember it."",""How I have thought of this, and of these times, I shall recount hereafter.""";;
"#Brutus_JC,""#Casca_JC"",0.290619490797915,13,""And for mine own part, I durst not laugh for fear of opening my lips and receiving the bad air."",""If I have veiled my look, I turn the trouble of my countenance Merely upon myself.""";;
"#Brutus_JC,""#Casca_JC"",0.291452013416539,49,""You shall confess that you are both deceived."",""But let not therefore my good friends be grieved (Among which number, Cassius, be you one) Nor construe any further my neglect Than that poor Brutus, with himself at war, Forgets the shows of love to other men.""";;
"#Brutus_JC,""#Casca_JC"",0.2915890841561,34,""And there were drawn Upon a heap a hundred ghastly women, Transformed with their fear, who swore they saw Men all in fire walk up and down the streets."",""If I have veiled my look, I turn the trouble of my countenance Merely upon myself.""";;
"#Brutus_JC,""#Casca_JC"",0.29344582701659,39,""Who ever knew the heavens menace so?"",""'Tis very like";" he hath the falling sickness.""";
"#Brutus_JC,""#Casca_JC"",0.295175626064244,44,""So can I. So every bondman in his own hand bears The power to cancel his captivity."",""How I have thought of this, and of these times, I shall recount hereafter.""";;
"#Brutus_JC,""#Casca_JC"",0.295468408497889,53,""Indeed, he is not fit."",""It must be by his death.""";;
