"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.39553631131434,1,""I shall the effect of this good lesson keep As watchman to my heart."",""Hold you the watch tonight?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.442949326356801,2,""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede."",""If it assume my noble father's person, I'll speak to it, though hell itself should gape And bid me hold my peace.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.370724049433915,3,""'Tis in my memory locked, And you yourself shall keep the key of it."",""I pray you all, If you have hitherto concealed this sight, Let it be tenable in your silence still";" And whatsomever else shall hap tonight, Give it an understanding but no tongue.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.515806854780965,4,""So please you, something touching the Lord Hamlet."",""In my mind's eye, Horatio.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.468673727492351,5,""He hath, my lord, of late made many tenders Of his affection to me."",""Your loves, as mine to you.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.373744309274414,6,""I do not know, my lord, what I should think."",""For God's love, let me hear!""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.504388732565708,7,""My lord, he hath importuned me with love In honorable fashion—"",""Take him for all in all, I shall not look upon his like again.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.513455220076208,8,""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven."",""So excellent a king, that was to this Hyperion to a satyr";" so loving to my mother That he might not beteem the winds of heaven Visit her face too roughly.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.751669497111629,9,""I shall obey, my lord."",""I shall in all my best obey you, madam.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.486119031726723,10,""O, my lord, my lord, I have been so affrighted!"",""Not so, my lord";" I am too much in the sun.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.558265640748544,11,""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors—he comes before me."",""Rest, rest, perturbèd spirit.—So, gentlemen, With all my love I do commend me to you, And what so poor a man as Hamlet is May do t' express his love and friending to you, God willing, shall not lack.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.65682014825881,12,""My lord, I do not know, But truly I do fear it."",""Why, what should be the fear?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.524067197602958,13,""He took me by the wrist and held me hard."",""And fixed his eyes upon you?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.494604161056854,14,""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it."",""And fixed his eyes upon you?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.478418396516573,15,""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being."",""And fixed his eyes upon you?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.634108644871873,16,""That done, he lets me go, And, with his head over his shoulder turned, He seemed to find his way without his eyes, For out o' doors he went without their helps And to the last bended their light on me."",""And fixed his eyes upon you?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.434890167020734,17,""No, my good lord, but as you did command I did repel his letters and denied His access to me."",""I shall in all my best obey you, madam.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.55195995000794,18,""Madam, I wish it may."",""I shall in all my best obey you, madam.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.427105643745203,19,""Good my lord, How does your Honor for this many a day?"",""Use them after your own honor anddignity.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.397022879854321,20,""My lord, I have remembrances of yours That I have longèd long to redeliver."",""I'll have thee speak out the rest ofthis soon.—Good my lord, will you see the playerswell bestowed?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.369324915703733,21,""I pray you now receive them."",""I know the good king and queen have sent foryou.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.445918190130857,22,""My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich."",""This is most brave, That I, the son of a dear father murdered, Prompted to my revenge by heaven and hell, Must, like a whore, unpack my heart with words And fall a-cursing like a very drab, A stallion!""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.379468276801913,23,""Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind."",""You were sentfor, and there is a kind of confession in your lookswhich your modesties have not craft enough tocolor.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.659996801874631,24,""Could beauty, my lord, have better commercethan with honesty?"",""That if you be honest and fair, your honestyshould admit no discourse to your beauty.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.473616005185699,25,""Indeed, my lord, you made me believe so."",""Indeed, upon my sword, indeed.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.361081766959839,26,""I was the more deceived."",""Then I would you were so honest a man.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.446484470459514,27,""O, help him, you sweet heavens!"",""Take him for all in all, I shall not look upon his like again.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.479155903102406,28,""O, what a noble mind is here o'erthrown!"",""To be or not to be—that is the question: Whether 'tis nobler in the mind to suffer The slings and arrows of outrageous fortune, Or to take arms against a sea of troubles And, by opposing, end them.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.519111677765349,29,""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!"",""I have of late, butwherefore I know not, lost all my mirth, forgone allcustom of exercises, and, indeed, it goes so heavilywith my disposition that this goodly frame, theEarth, seems to me a sterile promontory"; this mostexcellent canopy, the air, look you, this brave o'erhangingfirmament, this majestical roof, frettedwith golden fire—why, it appeareth nothing to mebut a foul and pestilent congregation of vapors.What a piece of work is a man, how noble inreason, how infinite in faculties, in form and movinghow express and admirable;" in action how likean angel, in apprehension how like a god: thebeauty of the world, the paragon of animals—andyet, to me, what is this quintessence of dust?"""
"#Hamlet_Ham,""#Ophelia_Ham"",0.539862998669341,30,""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy."",""This is most brave, That I, the son of a dear father murdered, Prompted to my revenge by heaven and hell, Must, like a whore, unpack my heart with words And fall a-cursing like a very drab, A stallion!""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.393875248558897,31,""O, woe is me T' have seen what I have seen, see what I see!"",""Fie on 't, ah fie!""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.361004255675891,32,""I think nothing, my lord."",""Anything but to th' purpose.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.451541545025778,33,""You are merry, my lord."",""I shall in all my best obey you, madam.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.57438840390026,34,""Nay, 'tis twice two months, my lord."",""That it should come to this: But two months dead—nay, not so much, not two.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.489969552720281,35,""What means this, my lord?"",""What may this mean That thou, dead corse, again in complete steel, Revisits thus the glimpses of the moon, Making night hideous, and we fools of nature So horridly to shake our disposition With thoughts beyond the reaches of our souls?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.419890829188404,36,""Belike this show imports the argument of theplay."",""These indeed “seem,” For they are actions that a man might play";" But I have that within which passes show, These but the trappings and the suits of woe.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.385382866308544,37,""Will he tell us what this show meant?"",""No, you will reveal it.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.389182673930996,38,""You are naught, you are naught."",""Yet I, A dull and muddy-mettled rascal, peak Like John-a-dreams, unpregnant of my cause, And can say nothing—no, not for a king Upon whose property and most dear life A damned defeat was made.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.408517246515986,39,""You are as good as a chorus, my lord."",""It waves me still.—Go on, I'll follow thee.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.425822906777677,40,""You are keen, my lord, you are keen."",""Not so, my lord";" I am too much in the sun.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.600643545412813,41,""Where is the beauteous Majesty of Denmark?"",""Com'st thou to beard me in Denmark?—What,my young lady and mistress!""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.333494974707596,42,""How should I your true love know From another one?"",""Give him heedful note, For I mine eyes will rivet to his face, And, after, we will both our judgments join In censure of his seeming.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.411590050883133,43,""By his cockle hat and staff And his sandal shoon."",""He keeps them like anape an apple in the corner of his jaw, first mouthed,to be last swallowed.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.440302014761561,44,""He is dead and gone, lady, He is dead and gone";" At his head a grass-green turf, At his heels a stone."",""Head to foot, Now is he total gules, horridly tricked With blood of fathers, mothers, daughters, sons, Baked and impasted with the parching streets, That lend a tyrannous and a damnèd light To their lord's murder.""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.432585667309076,45,""White his shroud as the mountain snow—"",""The rugged Pyrrhus, like th' Hyrcanian beast— The rugged Pyrrhus, he whose sable arms, Black as his purpose, did the night resemble When he lay couchèd in th' ominous horse, Hath now this dread and black complexion smeared With heraldry more dismal.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.453456315563031,46,""Larded all with sweet flowers";" Which bewept to the ground did not go With true-love showers."",""O shame, where is thy blush?""";
"#Hamlet_Ham,""#Ophelia_Ham"",0.386826787275071,47,""They say the owl was abaker's daughter."",""Come, the croaking raven doth bellow forrevenge.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.49058354440775,48,""Lord, we know what we are butknow not what we may be."",""We shall know by this fellow.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.525723145035482,49,""God be at your table."",""My tables—meet it is I set it down That one may smile and smile and be a villain.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.369229166169786,50,""Tomorrow is Saint Valentine's day, All in the morning betime, And I a maid at your window, To be your Valentine."",""Once more, good night, And, when you are desirous to be blest, I'll blessing beg of you.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.452770781222894,51,""Then up he rose and donned his clothes And dupped the chamber door, Let in the maid, that out a maid Never departed more."",""That's a fair thought to lie between maids'legs.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.549579918797521,52,""Pray let's have no words of this, but whenthey ask you what it means, say you this:"",""And so, without more circumstance at all, I hold it fit that we shake hands and part, You, as your business and desire shall point you (For every man hath business and desire, Such as it is), and for my own poor part, I will go pray.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.446730907531784,53,""Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't";" By Cock, they are to blame."",""Refrain tonight, And that shall lend a kind of easiness To the next abstinence, the next more easy";" For use almost can change the stamp of nature And either  the devil or throw him out With wondrous potency."""
"#Hamlet_Ham,""#Ophelia_Ham"",0.519359885145913,54,""Quoth she “Before you tumbled me, You promised me to wed.” He answers: “So would I 'a done, by yonder sun, An thou hadst not come to my bed.”"",""If thou dost marry, I'll give thee this plaguefor thy dowry: be thou as chaste as ice, as pure assnow, thou shalt not escape calumny.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.452962862925158,55,""I hope all will be well."",""I am glad to see you well.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.464072914935001,56,""We must be patient,but I cannot choose but weep to think they wouldlay him i' th' cold ground."",""But in our circumstance and course of thought 'Tis heavy with him.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.428878473671075,57,""My brother shall know ofit."",""We shall know by this fellow.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.52987239325553,58,""And so I thank you for your good counsel."",""That I can keep your counsel and not mineown.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.466138825212797,59,""Good night, ladies, good night, sweetladies, good night, good night."",""Lady, shall I lie in your lap?""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.496164919788749,60,""They bore him barefaced on the bier, Hey non nonny, nonny, hey nonny, And in his grave rained many a tear."",""Head to foot, Now is he total gules, horridly tricked With blood of fathers, mothers, daughters, sons, Baked and impasted with the parching streets, That lend a tyrannous and a damnèd light To their lord's murder.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.505521074315805,61,""Fare you well, my dove."",""I humbly thank you, well.""";;
"#Hamlet_Ham,""#Ophelia_Ham"",0.38989195416225,62,""You must sing “A-down a-down”—and you“Call him a-down-a.”—O, how the wheel becomesit!"",""Come, come, and sit you down";" you shall not budge.""";
