source;target;similarity;setnence_num_target;target_sent;source_sent
#Roderigo_Oth;#Cassio_Oth;0.194453695279464;138;My leg is cut in two.;I will indeed no longer endure it.
#Roderigo_Oth;#Cassio_Oth;0.200089860927769;35;I have drunk but one cup tonight, and that was craftily qualified too, and behold what innovation it makes here.;I will incontinently drown myself.
#Roderigo_Oth;#Cassio_Oth;0.217384874099869;109;I like the work well.;My money is almost spent, I have been tonight exceedingly well cudgeled, and I think the issue will be I shall have so much experience for my pains, and so, with no money at all and a little more wit, return again to Venice.
#Roderigo_Oth;#Cassio_Oth;0.220950886186162;3;It is a business of some heat.;Sir, I will answer anything.
#Roderigo_Oth;#Cassio_Oth;0.234946819145243;135;For heaven's sake, help me!;Then shall I bleed to death.
#Roderigo_Oth;#Cassio_Oth;0.234950673121884;100;What make you from home?;Here is her father's house.
#Roderigo_Oth;#Cassio_Oth;0.2462937207474;108;I found it in my chamber.;If she be in her chamber or your house, Let loose on me the justice of the state For thus deluding you.
#Roderigo_Oth;#Cassio_Oth;0.248197592525465;117;The worser that you give me the addition Whose want even kills me.;I confess it is my shame to be so fond, but it is not in my virtue to amend it.
#Roderigo_Oth;#Cassio_Oth;0.250602447487822;75;Every inordinate cup is unblessed, and the ingredient is a devil.;I take it much unkindly That thou, Iago, who hast had my purse As if the strings were thine, shouldst know of this.
#Roderigo_Oth;#Cassio_Oth;0.251278234041905;88;I never knew A Florentine more kind and honest.;Most reverend signior, do you know my voice?
#Iago_Oth;#Cassio_Oth;0.276723421427302;121;This is the monkey's own giving out.;But since it is as it is, mend it for your own good.
#Iago_Oth;#Cassio_Oth;0.286548488443173;33;I have very poor and unhappy brains for drinking.;To suckle fools and chronicle small beer.
#Iago_Oth;#Cassio_Oth;0.298156816557012;137;I think that one of them is hereabout And cannot make away.;Their best conscience Is not to leave 't undone, but keep 't unknown.
#Iago_Oth;#Cassio_Oth;0.301096194066828;135;For heaven's sake, help me!;Come, sir, I am for you.
#Iago_Oth;#Cassio_Oth;0.314457243576242;117;The worser that you give me the addition Whose want even kills me.;So shall you have a shorter journey to your desires by the means I shall then have to prefer them, and the impediment most profitably removed, without the which there were no expectation of our prosperity.
#Iago_Oth;#Cassio_Oth;0.316708590129915;3;It is a business of some heat.;Do, with like timorous accent and dire yell As when, by night and negligence, the fire Is spied in populous cities.
#Iago_Oth;#Cassio_Oth;0.317037857372469;108;I found it in my chamber.;I find it still when I have list to sleep.
#Iago_Oth;#Cassio_Oth;0.331268441370745;116;Rub him about the temples.;The better shall my purpose work on him.
#Iago_Oth;#Cassio_Oth;0.335721430327317;15;Has had most favorable and happy speed!;Though that his joy be joy, Yet throw such chances of vexation on 't As it may lose some color.
#Iago_Oth;#Cassio_Oth;0.342708086046494;103;I have this while with leaden thoughts been pressed, But I shall in a more continuate time Strike off this score of absence.;I once more take my leave.
#Othello_Oth;#Cassio_Oth;0.235647783705876;3;It is a business of some heat.;My services which I have done the signiory Shall out-tongue his complaints.
#Othello_Oth;#Cassio_Oth;0.241602205039874;35;I have drunk but one cup tonight, and that was craftily qualified too, and behold what innovation it makes here.;Tis well I am found by you.
#Othello_Oth;#Cassio_Oth;0.278003613705325;110;Ere it be demanded, As like enough it will, I would have it copied.;Think'st thou I'd make a life of jealousy, To follow still the changes of the moon With fresh suspicions?
#Othello_Oth;#Cassio_Oth;0.278579607964848;100;What make you from home?;Most humbly, therefore, bending to your state, I crave fit disposition for my wife, Due reference of place and exhibition, With such accommodation and besort As levels with her breeding.
#Othello_Oth;#Cassio_Oth;0.279788503446214;137;I think that one of them is hereabout And cannot make away.;No, Iago, I'll see before I doubt
#Othello_Oth;#Cassio_Oth;0.281972640949841;121;This is the monkey's own giving out.;That handkerchief Did an Egyptian to my mother give.
#Othello_Oth;#Cassio_Oth;0.287878743722752;78;I am desperate of my fortunes if they check me here.;Tis yet to know (Which, when I know that boasting is an honor, I shall promulgate) I fetch my life and being From men of royal siege, and my demerits May speak unbonneted to as proud a fortune As this that I have reached.
#Othello_Oth;#Cassio_Oth;0.289559531826036;134;I will make proof of thine.;I do agnize A natural and prompt alacrity I find in hardness, and do undertake This present wars against the Ottomites.
#Othello_Oth;#Cassio_Oth;0.29103685481346;75;Every inordinate cup is unblessed, and the ingredient is a devil.;This only is the witchcraft I have used.
#Othello_Oth;#Cassio_Oth;0.291497701475841;12;My hopes do shape him for the Governor.;How may the Duke be therewith satisfied, Whose messengers are here about my side, Upon some present business of the state, To bring me to him?
#Desdemona_Oth;#Cassio_Oth;0.196417730429837;138;My leg is cut in two.;I am most unhappy in the loss of it.
#Desdemona_Oth;#Cassio_Oth;0.198768659480882;35;I have drunk but one cup tonight, and that was craftily qualified too, and behold what innovation it makes here.;These are old fond paradoxes to make fools laugh i' th' alehouse.
#Desdemona_Oth;#Cassio_Oth;0.202494820093081;58;I'll beat the knave into a twiggen bottle.;Let's meet him and receive him.
#Desdemona_Oth;#Cassio_Oth;0.210497703883866;33;I have very poor and unhappy brains for drinking.;Nor would I there reside To put my father in impatient thoughts By being in his eye.
#Desdemona_Oth;#Cassio_Oth;0.222498149143657;109;I like the work well.;- Be as your fancies teach you.
#Desdemona_Oth;#Cassio_Oth;0.225878019014444;100;What make you from home?;O, that's an honest fellow!
#Desdemona_Oth;#Cassio_Oth;0.238862079326149;15;Has had most favorable and happy speed!;My heart's subdued Even to the very quality of my lord.
#Desdemona_Oth;#Cassio_Oth;0.243867254885157;75;Every inordinate cup is unblessed, and the ingredient is a devil.;Thou praisest the worst best.
#Desdemona_Oth;#Cassio_Oth;0.245249895719873;121;This is the monkey's own giving out.;Alas the day, I never gave him cause!
#Desdemona_Oth;#Cassio_Oth;0.268099961878846;108;I found it in my chamber.;I will go seek him.
#Othello_Oth;#Cassio_Oth;0.235647783705876;3;It is a business of some heat.;My services which I have done the signiory Shall out-tongue his complaints.
#Othello_Oth;#Cassio_Oth;0.241602205039874;35;I have drunk but one cup tonight, and that was craftily qualified too, and behold what innovation it makes here.;Tis well I am found by you.
#Othello_Oth;#Cassio_Oth;0.278003613705325;110;Ere it be demanded, As like enough it will, I would have it copied.;Think'st thou I'd make a life of jealousy, To follow still the changes of the moon With fresh suspicions?
#Othello_Oth;#Cassio_Oth;0.278579607964848;100;What make you from home?;Most humbly, therefore, bending to your state, I crave fit disposition for my wife, Due reference of place and exhibition, With such accommodation and besort As levels with her breeding.
#Othello_Oth;#Cassio_Oth;0.279788503446214;137;I think that one of them is hereabout And cannot make away.;No, Iago, I'll see before I doubt
#Othello_Oth;#Cassio_Oth;0.281972640949841;121;This is the monkey's own giving out.;That handkerchief Did an Egyptian to my mother give.
#Othello_Oth;#Cassio_Oth;0.287878743722752;78;I am desperate of my fortunes if they check me here.;Tis yet to know (Which, when I know that boasting is an honor, I shall promulgate) I fetch my life and being From men of royal siege, and my demerits May speak unbonneted to as proud a fortune As this that I have reached.
#Othello_Oth;#Cassio_Oth;0.289559531826036;134;I will make proof of thine.;I do agnize A natural and prompt alacrity I find in hardness, and do undertake This present wars against the Ottomites.
#Othello_Oth;#Cassio_Oth;0.29103685481346;75;Every inordinate cup is unblessed, and the ingredient is a devil.;This only is the witchcraft I have used.
#Othello_Oth;#Cassio_Oth;0.291497701475841;12;My hopes do shape him for the Governor.;How may the Duke be therewith satisfied, Whose messengers are here about my side, Upon some present business of the state, To bring me to him?
#Iago_Oth;#Cassio_Oth;0.276723421427302;121;This is the monkey's own giving out.;But since it is as it is, mend it for your own good.
#Iago_Oth;#Cassio_Oth;0.286548488443173;33;I have very poor and unhappy brains for drinking.;To suckle fools and chronicle small beer.
#Iago_Oth;#Cassio_Oth;0.298156816557012;137;I think that one of them is hereabout And cannot make away.;Their best conscience Is not to leave 't undone, but keep 't unknown.
#Iago_Oth;#Cassio_Oth;0.301096194066828;135;For heaven's sake, help me!;Come, sir, I am for you.
#Iago_Oth;#Cassio_Oth;0.314457243576242;117;The worser that you give me the addition Whose want even kills me.;So shall you have a shorter journey to your desires by the means I shall then have to prefer them, and the impediment most profitably removed, without the which there were no expectation of our prosperity.
#Iago_Oth;#Cassio_Oth;0.316708590129915;3;It is a business of some heat.;Do, with like timorous accent and dire yell As when, by night and negligence, the fire Is spied in populous cities.
#Iago_Oth;#Cassio_Oth;0.317037857372469;108;I found it in my chamber.;I find it still when I have list to sleep.
#Iago_Oth;#Cassio_Oth;0.331268441370745;116;Rub him about the temples.;The better shall my purpose work on him.
#Iago_Oth;#Cassio_Oth;0.335721430327317;15;Has had most favorable and happy speed!;Though that his joy be joy, Yet throw such chances of vexation on 't As it may lose some color.
