source;target;similarity;setnence_num_target;target_sent;source_sent
#Cordelia_Lr;#Fool_Lr;0.145744483382017;68;The reason why the seven stars are no more than seven is a pretty reason.;The jewels of our father, with washed eyes Cordelia leaves you.
#Cordelia_Lr;#Fool_Lr;0.147225569874927;25;If I had a monopoly out, they would have part on 't.;I return those duties back as are right fit: Obey you, love you, and most honor you.
#Cordelia_Lr;#Fool_Lr;0.158975070949609;76;Winter's not gone yet if the wild geese fly that way.;So farewell to you both.
#Cordelia_Lr;#Fool_Lr;0.167632275408051;64;Canst tell how an oyster makes his shell?;The jewels of our father, with washed eyes Cordelia leaves you.
#Cordelia_Lr;#Fool_Lr;0.185668195753192;75;When a man's overlusty at legs, then he wears wooden netherstocks.;I yet beseech your Majesty —  If for I want that glib and oily art To speak and purpose not, since what I well intend I'll do 't before I speak — that you make known It is no vicious blot, murder, or foulness, No unchaste action or dishonored step That hath deprived me of your grace and favor, But even for want of that for which I am richer: A still-soliciting eye and such a tongue That I am glad I have not, though not to have it Hath lost me in your liking.
#Cordelia_Lr;#Fool_Lr;0.206995482966298;89;Not i' th' stocks, fool.;Sure I shall never marry like my sisters, To love my father all.
#Cordelia_Lr;#Fool_Lr;0.209054197588361;54;A fox, when one has caught her, And such a daughter, Should sure to the slaughter, If my cap would buy a halter.;Good my lord, You have begot me, bred me, loved me.
#Cordelia_Lr;#Fool_Lr;0.228236043161362;51;May not an ass know when the cart draws the horse?;Time shall unfold what plighted cunning hides, Who covers faults at last with shame derides.
#Cordelia_Lr;#Fool_Lr;0.228568001402727;108;Now, a little fire in a wild field were like an old lecher's heart — a small spark, all the rest on 's body cold.;The jewels of our father, with washed eyes Cordelia leaves you.
#Cordelia_Lr;#Fool_Lr;0.230146167465389;65;But I can tell why a snail has a house.;The jewels of our father, with washed eyes Cordelia leaves you.
#Kent_Lr;#Fool_Lr;0.183746873550338;68;The reason why the seven stars are no more than seven is a pretty reason.;Now, by Apollo, king, Thou swear'st thy gods in vain.
#Kent_Lr;#Fool_Lr;0.243752626552528;25;If I had a monopoly out, they would have part on 't.;—  Thus Kent, O princes, bids you all adieu.
#Kent_Lr;#Fool_Lr;0.250956063859182;61;She will taste as like this as a crab does to a crab.;Let it fall rather, though the fork invade The region of my heart.
#Kent_Lr;#Fool_Lr;0.253320343437832;8;If I gave them all my living, I'd keep my coxcombs myself.;If you will measure your lubber's length again, tarry.
#Kent_Lr;#Fool_Lr;0.254464307062979;65;But I can tell why a snail has a house.;If you will measure your lubber's length again, tarry.
#Kent_Lr;#Fool_Lr;0.279034065187026;15;You gave me nothing for 't.;Revoke thy gift, Or whilst I can vent clamor from my throat, I'll tell thee thou dost evil.
#Kent_Lr;#Fool_Lr;0.282166490052042;7;Would I had two coxcombs and two daughters.;Answer my life my judgment, Thy youngest daughter does not love thee least, Nor are those empty-hearted whose low sounds Reverb no hollowness.
#Kent_Lr;#Fool_Lr;0.284676235613255;82;All that follow their noses are led by their eyes but blind men, and there's not a nose among twenty but can smell him that's stinking.;What wouldst thou do, old man?
#Kent_Lr;#Fool_Lr;0.287138418282573;21;The sweet and bitter fool Will presently appear: The one in motley here, The other found out there.;A very honest-hearted fellow, and as poor as the King.
#Kent_Lr;#Fool_Lr;0.289307473650518;49;The hedge-sparrow fed the cuckoo so long, That it's had it head bit off by it young.;Let it fall rather, though the fork invade The region of my heart.
#Goneril_Lr;#Fool_Lr;0.206343240757864;68;The reason why the seven stars are no more than seven is a pretty reason.;You see how full of changes his age is
#Goneril_Lr;#Fool_Lr;0.226877053059902;25;If I had a monopoly out, they would have part on 't.;If you come slack of former services, You shall do well.
#Goneril_Lr;#Fool_Lr;0.227654498966411;28;Why, after I have cut the egg i' th' middle and eat up the meat, the two crowns of the egg.;I would breed from hence occasions, and I shall, That I may speak.
#Goneril_Lr;#Fool_Lr;0.249334819638927;75;When a man's overlusty at legs, then he wears wooden netherstocks.;When he returns from hunting, I will not speak with him.
#Goneril_Lr;#Fool_Lr;0.255098333743302;90;Cry to it, nuncle, as the cockney did to the eels when she put 'em i' th' paste alive.;If she sustain him and his hundred knights When I have showed th' unfitness —  How now, Oswald?
#Goneril_Lr;#Fool_Lr;0.255849796641982;51;May not an ass know when the cart draws the horse?;When he returns from hunting, I will not speak with him.
#Goneril_Lr;#Fool_Lr;0.260321010280474;56;Nuncle Lear, Nuncle Lear, tarry.;—  You, sir, more knave than Fool, after your master.
#Goneril_Lr;#Fool_Lr;0.278371613582394;61;She will taste as like this as a crab does to a crab.;Inform her full of my particular fear, And thereto add such reasons of your own As may compact it more.
#Goneril_Lr;#Fool_Lr;0.282500561877403;104;He says his name's Poor Tom.;What he hath uttered I have writ my sister.
#Goneril_Lr;#Fool_Lr;0.283830410947598;96;The codpiece that will house Before the head has any, The head and he shall louse;
