"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;
"#Titania_MND,""#Helena_MND"",0.418596447337565,48,""The more my prayer, the lesser is my grace."",""No night is now with hymn or carol blessed.""";;
"#Titania_MND,""#Helena_MND"",0.420474884829796,113,""A foolish heart that I leave here behind."",""Set your heart at rest: The Fairyland buys not the child of me.""";;
"#Titania_MND,""#Helena_MND"",0.426681268409442,72,""If you were civil and knew courtesy, You would not do me thus much injury."",""Be kind and courteous to this gentleman.""";;
"#Titania_MND,""#Helena_MND"",0.429279079118947,46,""O, wilt thou darkling leave me?"",""We shall chide downright if I longer stay.""";;
"#Titania_MND,""#Helena_MND"",0.43486623399058,102,""I pray you, though you mock me, gentlemen, Let her not hurt me."",""I pray thee, gentle mortal, sing again.""";;
"#Titania_MND,""#Helena_MND"",0.435665484010752,82,""Is all the counsel that we two have shared, The sisters' vows, the hours that we have spent When we have chid the hasty-footed time For parting us - O, is all forgot?"",""Perchance till after Theseus' wedding day.""";;
"#Titania_MND,""#Helena_MND"",0.437707875759539,114,""O, when she is angry, she is keen and shrewd."",""The moon, methinks, looks with a wat'ry eye, And when she weeps, weeps every little flower, Lamenting some enforcèd chastity.""";;
"#Titania_MND,""#Helena_MND"",0.440269782026601,59,""Wherefore was I to this keen mockery born?"",""His mother was a vot'ress of my order, And in the spicèd Indian air by night Full often hath she gossiped by my side And sat with me on Neptune's yellow sands, Marking th' embarkèd traders on the flood, When we have laughed to see the sails conceive And grow big-bellied with the wanton wind";" Which she, with pretty and with swimming gait, Following (her womb then rich with my young squire), Would imitate and sail upon the land To fetch me trifles and return again, As from a voyage, rich with merchandise.""";
"#Titania_MND,""#Helena_MND"",0.463264758816213,37,""The wildest hath not such a heart as you."",""Set your heart at rest: The Fairyland buys not the child of me.""";;
"#Titania_MND,""#Helena_MND"",0.475141248874862,45,""Stay, though thou kill me, sweet Demetrius."",""We shall chide downright if I longer stay.""";;
"#Hermia_MND,""#Helena_MND"",0.57215970320429,122,""And I have found Demetrius like a jewel, Mine own and not mine own."",""Ah, good Demetrius, wilt thou give him me?""";;
"#Hermia_MND,""#Helena_MND"",0.589777495182791,56,""-  Lysander, if you live, good sir, awake."",""Lysander and myself will fly this place.""";;
"#Hermia_MND,""#Helena_MND"",0.598930961987999,109,""He followed you";" for love, I followed him."",""The more I hate, the more he follows me.""";
"#Hermia_MND,""#Helena_MND"",0.604360152038858,91,""And wherefore doth Lysander Deny your love (so rich within his soul) And tender me, forsooth, affection, But by your setting on, by your consent?"",""What love could press Lysander from my side?""";;
"#Hermia_MND,""#Helena_MND"",0.611641490897531,11,""Through Athens I am thought as fair as she."",""Before the time I did Lysander see Seemed Athens as a paradise to me.""";;
"#Hermia_MND,""#Helena_MND"",0.61357987852582,44,""I'll follow thee and make a heaven of hell To die upon the hand I love so well."",""O, then, what graces in my love do dwell That he hath turned a heaven unto a hell!""";;
"#Hermia_MND,""#Helena_MND"",0.615173278130794,48,""The more my prayer, the lesser is my grace."",""I do entreat your Grace to pardon me.""";;
