"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;
"#Titania_MND,""#Helena_MND"",0.216923552443255,80,""Now I perceive they have conjoined all three To fashion this false sport in spite of me."",""The nine-men's-morris is filled up with mud, And the quaint mazes in the wanton green, For lack of tread, are undistinguishable.""";;
"#Titania_MND,""#Helena_MND"",0.228985296121914,39,""Bootless speed When cowardice pursues and valor flies!"",""These are the forgeries of jealousy";" And never, since the middle summer's spring, Met we on hill, in dale, forest, or mead, By pavèd fountain or by rushy brook, Or in the beachèd margent of the sea, To dance our ringlets to the whistling wind, But with thy brawls thou hast disturbed our sport.""";
"#Titania_MND,""#Helena_MND"",0.231239466041567,93,""This you should pity rather than despise."",""But she, being mortal, of that boy did die, And for her sake do I rear up her boy, And for her sake I will not part with him.""";;
"#Titania_MND,""#Helena_MND"",0.242548633046168,79,""Lo, she is one of this confederacy!"",""Then I must be thy lady.""";;
"#Titania_MND,""#Helena_MND"",0.255256956783507,25,""You draw me, you hard-hearted adamant!"",""Why art thou here, Come from the farthest steep of India, But that, forsooth, the bouncing Amazon, Your buskined mistress and your warrior love, To Theseus must be wedded, and you come To give their bed joy and prosperity?""";;
"#Titania_MND,""#Helena_MND"",0.257793088190013,55,""I see no blood, no wound."",""The fold stands empty in the drownèd field, And crows are fatted with the murrain flock.""";;
"#Titania_MND,""#Helena_MND"",0.258428115548974,112,""You see how simple and how fond I am."",""Be kind and courteous to this gentleman.""";;
"#Titania_MND,""#Helena_MND"",0.259422497150563,90,""Wherefore speaks he this To her he hates?"",""The moon, methinks, looks with a wat'ry eye, And when she weeps, weeps every little flower, Lamenting some enforcèd chastity.""";;
"#Titania_MND,""#Helena_MND"",0.263180133075029,26,""But yet you draw not iron, for my heart Is true as steel."",""Set your heart at rest: The Fairyland buys not the child of me.""";;
"#Titania_MND,""#Helena_MND"",0.26476944724854,83,""All schooldays' friendship, childhood innocence?"",""The spring, the summer, The childing autumn, angry winter, change Their wonted liveries, and the mazèd world By their increase now knows not which is which.""";;
"#Hermia_MND,""#Helena_MND"",0.211382227832398,95,""This sport, well carried, shall be chronicled."",""Lysander and myself will fly this place.""";;
"#Hermia_MND,""#Helena_MND"",0.222558706659614,80,""Now I perceive they have conjoined all three To fashion this false sport in spite of me."",""Tell true, even for my sake!""";;
"#Hermia_MND,""#Helena_MND"",0.243430030071741,43,""We should be wooed and were not made to woo."",""Too high to be enthralled to low.""";;
"#Hermia_MND,""#Helena_MND"",0.252133639720846,70,""Nor none, in my mind, now you give her o'er."",""I know not by what power I am made bold, Nor how it may concern my modesty In such a presence here to plead my thoughts";" But I beseech your Grace that I may know The worst that may befall me in this case If I refuse to wed Demetrius.""";
"#Hermia_MND,""#Helena_MND"",0.262723787179127,26,""But yet you draw not iron, for my heart Is true as steel."",""Take comfort: he no more shall see my face.""";;
"#Hermia_MND,""#Helena_MND"",0.263789625566489,67,""Will you give her o'er?"",""Ah, good Demetrius, wilt thou give him me?""";;
"#Hermia_MND,""#Helena_MND"",0.267283228395783,79,""Lo, she is one of this confederacy!"",""What a dream was here!""";;
"#Hermia_MND,""#Helena_MND"",0.269591694576883,88,""Our sex, as well as I, may chide you for it, Though I alone do feel the injury."",""I know not by what power I am made bold, Nor how it may concern my modesty In such a presence here to plead my thoughts";" But I beseech your Grace that I may know The worst that may befall me in this case If I refuse to wed Demetrius.""";
"#Hermia_MND,""#Helena_MND"",0.273892181245747,78,""Never did mockers waste more idle breath."",""An adder did it, for with doubler tongue Than thine, thou serpent, never adder stung.""";;
"#Hermia_MND,""#Helena_MND"",0.274247586205821,116,""I will not trust you, I, Nor longer stay in your curst company."",""You, mistress, all this coil is long of you.""";;
"#Lysander_MND,""#Helena_MND"",0.195112076814603,78,""Never did mockers waste more idle breath."",""I had no judgment when to her I swore.""";;
"#Lysander_MND,""#Helena_MND"",0.210152892387909,35,""Nor doth this wood lack worlds of company, For you, in my respect, are all the world."",""Or else misgraffèd in respect of years -""";;
"#Lysander_MND,""#Helena_MND"",0.23004170833231,95,""This sport, well carried, shall be chronicled."",""And touching now the point of human skill, Reason becomes the marshal to my will And leads me to your eyes, where I o'erlook Love's stories written in love's richest book.""";;
